ID,Name,Description,Contributor_ID,Chapter,Type,PHOIBLE_Segment_ID,PHOIBLE_Segment_Name,Multivalued,WALS_ID,WALS_Representation,Area,Map_Gall_Peters,metadata
42,Comparative standard marking,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 212, by Leon Stassen), we consider the marking of the standard in comparative constructions. In a construction such as English <span style=""font-style: italic;"">John is taller than Peter, </span>the standard is the entity Y (<span style=""font-style: italic;"">Peter</span>) to which the topic X (<span style=""font-style: italic;"">John</span>) is compared, marked by the particle <span style=""font-style: italic;"">than</span> in English (see also Feature 41, “Comparative Adjective Marking”). 
Here we consider only comparative constructions involving adjectives. (We use <span style=""font-style: italic;"">adjective</span> in a semantic sense, as in Feature 3, ”Order of adjective and noun”, to refer to words denoting gradable property concepts.) 
The standard markers are classified by the salient other meanings that they have in addition to that of marking the standard. Surpass markers also occur as (or are closely related to) a verb meaning ‘surpass’ or ‘exceed’. Locational markers have a locational sense (ablative, allative, locative), or a dative sense. Particle markers are specialized for standard marking, or at least have no ‘surpass’ or locational meaning (English <span style=""font-style: italic;"">than</span> and French <span style=""font-style: italic;"">que</span> belong here). Primary surpass marking refers to constructions such as 'John surpasses Peter in tallness', while secondary surpass marking refers to constructions such as 'John is tall, surpassing Peter'. In conjoined constructions, there are two separate predications ('John is tall, Peter is short').",michaelissusannemaria,,primary,,,true,121A,167,Nominal syntax,926ee5bb77bfd9eba1225c7e23dd4382,{}
43,"Position of tense, aspect, and mood markers in relation to the verb","This feature asks about the position of tense, aspect, and mood (TAM) markers in relation to the verb. Where a language is shown with different values, this is because different TAM markers occur in different positions.
Note that he term <span style=""font-style: italic;"">aspect</span> is used in a restricted way (as in feature 49), referring only to the distinction between imperfective and perfective aspect, leaving aside other aspectual categories such as completive, resultative, or iterative.
By ""leftward position"", we mean that elements such as object pronouns, negators, or lexical items may occur between the TAM marker(s) and the verb. By ""rightward position"", we mean that elements such as object can occur between the verb and the TAM marker(s).",maurerphilippe,,primary,,,true,,,Verbal categories,88279b155c7e6fcf91493aa2c536ba8b,{}
44,"Internal order of tense, aspect, and mood markers","In this feature we ask about the order of tense, aspect, and mood markers (TAM markers) with respect to each other. To qualify for this feature, it is important that the three markers be adjacent to each other. A context which favours the combination of the TAM markers are counterfactual conditional clauses, where the tense marker usually corresponds to a past marker, the aspect marker to an imperfective marker, and the mood marker to a future marker (used modally).",maurerphilippe,,primary,,,true,,,Verbal categories,1fe25932599eb7f4aeda67b1e7fa57f2,{}
45,Tightness of the link between the past marker and the verb,"This feature asks how tightly combined the overt past marker and the verb form are, especially which elements (if any) may intervene between the past marker and the verb.",maurerphilippe,,primary,,,false,,,Verbal categories,94afb3b82c32abd09f4a3baa1ff3c6fc,{}
46,Tightness of the link between the progressive marker and the verb,"This feature asks how tightly linked the (overt) progressive marker and the verb are, and especially asks which elements (if any) may intervene between the progressive marker and the verb.",maurerphilippe,,primary,,,false,,,Verbal categories,2f188e99edb0c83ac6d67cf7fa4a8ab8,{}
47,Uses of the progressive marker,"An overt marker which fulfills the function of the progressive, i.e. which refers to ongoing activities, often fulfills other functions as well.  Among them are current states, habitual situations, and future situations. This feature asks which of these three other functions a progressive marker may fulfill.",maurerphilippe,,primary,,,true,,,Verbal categories,4693e3cc37e576ae08f33e2a1c3be720,{}
48,Uses of the habitual marker,"An overt marker which fulfills the function of the habitual often fulfills other functions as well. This feature asks which additional functions a habitual marker may have. It is parallels the preceding Feature 47 (""Uses of the progressive parker"").",maurerphilippe,,primary,,,true,,,Verbal categories,1f81031864cd925b98a79238bf0b77bb,{}
49,Tense-aspect systems,"Languages may have different kinds of tense-aspect systems.  Regarding tense, we look only at present and past situations; in the aspectual domain, we restrict ourselves to the opposition of perfective vs. imperfective.
	A purely aspectual system only has a perfective aspect marker (possibly realized as a zero morpheme) that normally refers to perfective past situations, and an imperfective marker, which can be used both in present and past situations (ongoing process, current state or habitual situation). A purely temporal system only marks past, present, and future situations, regardless of aspect. A mixed tense-aspect system possesses both tense and aspect markers, as happens in most Romance languages (cf. French <span style=""font-style: italic;"">passé composé/passé simple </span>vs. <span style=""font-style: italic;"">imparfait</span>).  For this value, it is not important whether tense marking is obligatory, optional or bound to certain contexts.
	The difference between a purely aspect system and a mixed tense-aspect system lies above all in the domain of the imperfective aspect.  In contrast to a mixed tense-aspect system, a purely aspectual system cannot mark the difference between present and past imperfective (i.e. between 'she <span style=""font-style: italic;"">is</span> working' and 'she <span style=""font-style: italic;"">was</span> working').
            The last value is reserved for languages which do not mark tense or aspect morphologically, but lexically (usually with time adverbs), or to languages that possess only one tense or aspect marker.",maurerphilippe,,primary,,,false,,,Verbal categories,b04a821d17d906cff14833eafc71d550,{}
5,Order of demonstrative and noun,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 88, by Matthew S. Dryer) considers the order of adnominal demonstrative and noun
Demonstratives are deictic expressions such as English <span style=""font-style: italic;"">this</span> and <span style=""font-style: italic;"">that</span> which are used to point to referents and which typically indicate the relative distance of a referent in the speech situation in relation to the speaker’s location.",maurerphilippe,,primary,,,true,88A,1223,Word order,296c72149854a9fc180b78bb6d7ba815,{}
50,"Negation and tense, aspect, and mood marking","Some <span style=""font-style: italic;"">APiCS</span> languages do not allow the standard negator to co-occur with one or more tense, aspect, or mood markers. In some languages, the TAM marker is deleted, in other languages, the marker is replaced by another TAM marker, and in still other languages, the TAM marker is replaced by a special marker (or negator) which does not belong to the set of markers which occur in affirmative sentences.",maurerphilippe,,primary,,,false,,,Verbal categories,2802f4b575bef4dd4f5955e4acb8e9d6,{}
51,Present reference of stative verbs and past perfective reference of dynamic verbs,"Bickerton and others have claimed that in creole languages, the zero-marked verb refers to a present situation with stative verbs and has a past perfective function with dynamic verbs (which corresponds to the first  value ""Stative verbs with present reference and dynamic verbs with past perfective reference are both unmarked""). This feature examines how verbs referring to permanent states like ‘can’, ‘know’, ‘love’, or ‘want’ are marked for present reference and how dynamic verbs are marked for past perfective aspect (or past reference, if the language has no dedicated perfective aspect marker).",maurerphilippe,,primary,,,false,,,Verbal categories,20dcb2f6bd7eeed6ef91924883bc413a,{}
52,Aspect markers and inchoative meaning,"In quite a few creole languages, when<span style=""font-weight: bold;""> </span>words (verbs or adjectives) denoting physical and psychological states such as ‘ripe’, ‘sick’, ‘fat’, ‘red’ are combined with progressive or completive aspect markers, they can take on an inchoative meaning (i.e. a sense of 'becoming'). Thus, an expression that is literally 'is being ripe' (using a progressive marker)means 'is becoming ripe', and 'finished being sick' (using a completive marker) means 'has become sick'.",haspelmathmartin michaelissusannemaria,,primary,,,false,,,Verbal categories,dd0e870e0f9887d54dd18f41683c139a,{}
53,Aspect change in verb chains,"Aspect change in verb chains concerns the possibility of marking the second verb in a chain for imperfective aspect (usually with a progressive function) in spite of the fact that the first verb in the chain is marked – or zero-marked, as in many creoles – for perfective aspect.  In these cases, the first verb refers to a story-line event, and the second verb refers to a backgrounded event.
Note that in this context, verb chain is understood as being similar to serial verb constructions (absence of overt marker of coordination, subor¬di¬nation, or syntactic dependency of any sort); but, in contrast to serial verb constructions, verb chains refer to two (or more) consecutive actions whereby the second verb does not modify the other verb in any way.",maurerphilippe,,primary,,,false,,,Verbal categories,40becf880279bd646a2beda99bf0cf88,{}
54,Suppletion according to tense and aspect,"For this feature (based on <span style=""font-style: italic;"">WALS</span> feature 79, by Ljuba Veselinova), we ask whether verbs exhibit suppletion (different stems in different grammatical contexts) depending on different tense or aspect forms. We distinguish two degrees of suppletion. In strong suppletion, there are two different stems that share no phonological material at all (as English <span style=""font-style: italic;"">go</span> vs. <span style=""font-style: italic;"">went</span>), whereas in weak suppletion, the two irregularly related stems share some phonological material (as English <span style=""font-style: italic;"">think</span> vs. <span style=""font-style: italic;"">thought</span>). 
Formal irregularity is determined by synchronic, not by diachronic criteria; therefore, the historical origin of the suppletive forms and their etymologies are not taken into account here.",maurerphilippe,,primary,,,false,79A,193,Verbal categories,92a7c10bb95dc26878e27af506d8df8f,{}
55,Ability verb and epistemic possibility,"In this feature, we ask whether epistemic possibility (”perhaps, possibly”) can be expressed by the same verb as ability. This is the case in quite a few languages, e.g. German <span style=""font-style: italic;"">kann</span>: <span style=""font-style: italic;"">Er kann morgen kommen</span> (i) (ability) ‘He can come tomorrow’, (ii) (epistemic possibility) ‘He will possibly come tomorrow’. But in many other languages, this is not the case.
	By ability, we refer broadly to various non-epistemic possibility types comprising mental participant-internal ability (French <span style=""font-style: italic;"">savoir</span>: <span style=""font-style: italic;"">Il sait nager</span> ‘He can swim’), physical participant-internal ability (”He can lift 100 kilos”), and participant-external possibility (”She can go to town by bus”, i.e. because there is a bus connection). (Note that this excludes permission, as in “You may leave now.”)",maurerphilippe,,primary,,,false,,,Verbal categories,5eaebdceca50b82a0f31578a318f5a70,{}
56,The prohibitive,"This feature deals with the prohibitive and is based on <span style=""font-style: italic;"">WALS</span> feature 71, by Johan van der Auwera &amp; Ludo Lejeune (with Valentin Goussev). The prohibitive is the negated counterpart of the affirmative imperative, as in Papiamentu <span style=""font-style: italic;"">No bai!</span> ‘Don't go!’. Only the singular prohibitive is considered here.
Prohibitives often have special negators that are not used in declaratives, e.g. Tok Pisin <span style=""font-style: italic;"">maski</span> 'don't!'. 
They may also use a special imperative construction that is not used with affirmative imperatives, e.g. Pichi <span style=""font-style: italic;"">mek yù no laf **</span>19-104**<span style=""font-style: italic;""> </span>'Don't laugh!' (using the special imperative/subjunctive marker <span style=""font-style: italic;"">mek</span>).",maurerphilippe,,primary,,,true,71A,495,Verbal categories,806225816eea97779f9f496227d22946,{}
57,Marking of patient noun phrases,"Here we look at the marking of the patient argument in typical transitive clauses (’David killed Goliath’, ‘The girl picked the flower’, etc.), i.e. what is often called <span style=""font-style: italic;"">direct object</span>. We restrict our attention to full noun phrases, as pronouns are often treated in a special way.
     We ask whether patient noun phrases may have case-marking or adpositional marking that distinguishes them from agents (i.e. accusative marking), and if so, under what conditions it occurs. (Of course, fixed word order may also distinguish agents and patients, but this is not considered patient marking here.) Note that by presence of marking, we mean possibility of marking. In many languages, patient marking is optional and need not occur where it can occur.",haspelmathmartin,,primary,,,false,,,Argument marking,eb24ca24436a3300b40b828e04bb3cf3,{}
