ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Audio
23-117,23,mi wetem haosgel blong mifala mitufala i traem blong lukaot,mi\twetem\thaosgel\tblong\tmifala\tmitufala\ti\ttraem\tblong\tlukaot,1SG\twith\thouse.girl\tPOSS\t1PL.EXCL\t1DU\tAGR\ttry\tPURP\tlook.for,Our housegirl and I tried to find him.,,,
23-118,23,"be man ia i karem masket i stap raed long hos, gel ia i sidaon bihaen","be\tman\tia\ti\tkarem\tmasket\ti\tstap\traed\tlong\thos,\tgel\tia\ti\tsidaon\tbihaen",but\tman\tDEF\tAGR\tcarry\tgun\tAGR\tPROG\tride\tLOC\thorse\tgirl\tDEF\tAGR\tsit.down\tbehind,"But the man took a gun, he was riding on a horse and the girl sat behind him.",,,
23-119,23,[...] from mama blong hem i no wantem mo ol nes oli bisi tumas,[...]\tfrom\tmama\tblong\them\ti\tno\twantem\tmo\tol\tnes\toli\tbisi\ttumas,[...]\tbecause\tmother\tPOSS\t3SG\tAGR\tNEG\twant\tand\tPL\tnurse\tAGR\tbusy\tvery,[...] because her mother didn't want her and the nurses were very busy.,,,
24-133,24,Se lors all myse screwdriver en se blunted up myse saw.,Ø\tse\tlors\tall\tmyse\tscrewdriver\ten\tse\tblunted\tup\tmyse\tsaw.,Ø\tCOMPL\tloose\tall\tmy\tscrewdriver\tand\tCOMPL\tblunt\tup\tmy\tsaw,You lost all my screwdrivers and blunted my saw.,,,
24-134,24,Dem gwena giw aklan sam ohren en plan.,Dem\tgwena\tgiw\taklan\tsam\tohren\ten\tplan.,3PL\tFUT\tgive\twe\tsome\torange\tand\tbanana,They are going to give us some oranges and bananas.,,,
25-278,25,Wi yusim guyiya bla aidrop en bla dayariya.,Wi\tyus-im\tguyiya\tbla\taidrop\ten\tbla\tdayariya.,1PL\tuse-TR\twild.currant.bush\tDAT/POSS\teyedrop\tand\tDAT/POSS\tdiarrhoea,We use the guyiya plant as eyedrops and [to treat] diarrhoea.,,,
26-87,26,mi æn papa siŋ æn dans (tugeɾa),mi\tæn\tpapa\tsiŋ\tæn\tdans\t(tugeɾa),1SG.OBL\tand\tPapa\tsing\tand\tdance\t(together),Me and Papa sing and dance together.,,,
26-88,26,ju puɾ id in jɔ ka teɪg id hom,ju\tpuɾ\tid\tin\tjɔ\tka\tteɪg\tid\thom,2SG\tput\t3SG\tin\t2SG.POSS\tcar\ttake\t3SG\thome,You put it in your car and take it home.,,,
27-88,27,Di jungman sal gi ju sābəl en sal gi ju də sapatā́.,Di\tjung-man\tsal\tgi\tju\tsābəl\ten\tsal\tgi\tju\tdə\tsapatā́.,DET\tyoung-man\tFUT\tgive\t2SG\tsword\tand\tFUT\tgive\t2SG\tART.DEF\tshoe,The young man will give you a sword and he will give you a shoe.,,,
27-89,27,Ananshi en Tekoma sinu a lo it.,Ananshi\ten\tTekoma\tsinu\ta\tlo\tit.,Ananshi\tand\tTekoma\t3PL\tPST\tgo\tout,Ananshi and Tekoma went outside.,,,
27-90,27,Am a nē shi jet gōi a gron fo di klēn jung fo jet.,Am\ta\tnē\tshi\tjet\tgōi\ta\tgron\tfo\tdi\tklēn\tjung\tfo\tjet.,3SG\tPST\ttake\t3SG.POSS\tfood\tthrow\tLOC\tground\tfor\tDET\tsmall\tboy\tto\teat,She took his food [and] threw [it] on the ground for the little boy to eat.,,,
28-61,28,"bakofu mɛtɛ kukrit, ju kan jefi eni ka",bakofu\tmɛtɛ\tkukriti\tju\tkan\tjefi\teni\tka,banana\twith\tmaripa.nut\t2SG\tcan\teat\t3PL\tNEG,"Bananas and maripa palmnuts, you cannot eat them (under certain circumstances).",,,
29-148,29,Jan en Marie sing en dans.,Jan\ten\tMarie\tsing\ten\tdans.,John\tand\tMary\tsing\tand\tdance,John and Mary are singing and dancing.,,,
30-156,30,Ténpu éra di grándi nisisidádi y trabádju ka tenba na bera.,Ténpu\téra\tdi=grándi\tnisisidádi\ty\ttrabádju\tka=ten-ba\tna=bera.,time\tbe.ANT\tof=great\tneed\tand\temployment\tnot=have-ANT\tin=region,It was a time of great need(iness) and there was a lack of employment in the region.,,,
30-157,30,"Obi li, mi ku Djonsinhu li nu tene un grándi prubléma.",Obi\tli\tmi\tku=Djonsinhu\tli\tnu=tene\tun=grándi\tprubléma.,hear\there\t1SG\twith=Little.John\there\t1PL=have\ta=big\tproblem,"Listen, I and Little John, we have a big problem.",,,
31-131,31,"Familia bai, ka ben, y es te bendeba kes kxon.","Familia\tbai,\tka\tben,\ty\tes\tte\tbendeba\tkes\tkxon.",family\twent\tNEG\tcome\tand\tthey\teven\tsell.ANT\tthe\tterrain,"The family went, did not come back and they even sold the terrains.",,,
32-118,32,"un rei y un rainha, el toká y el kantá","un\trei\ty\tun\trainha,\tel\ttoká\ty\tel\tkantá",DET\tking\tand\tDET\tqueen\t3SG\tplay\tand\t3SG\tsing,"a king and a queen, he played and sang",,,
32-119,32,un rei má un rainha,un\trei\tmá\tun\trainha,DET\tking\tand/with\tDET\tqueen,a king and/with a queen,,,
33-144,33,Djon ku Ana kume.,Djon\tku\tAna\tkume.,John\tand\tAna\teat.PST,John and Ana ate.,,,
33-145,33,E kume i e bibi.,E\tkume\ti\te\tbibi.,3PL\teat.PST\tand\t3PL\tdrink.PST,They ate and drank.,,,
33-146,33,E kume e bibi.,E\tkume\te\tbibi.,3PL\teat.PST\t3PL\tdrink,They ate and drank.,,,
34-114,34,Mariya ku Joŋ bay Sicor.,Mariya\tku\tJoŋ\tø\tbay\tSicor.,Mary\twith\tJohn\tPFV\tgo\tZiguinchor,Mary and John went to Ziguinchor.,,,
34-115,34,"Womi-s na labrá, miñjer-us na perentá.","Womi-s\tna\tlabrá,\tmiñjer-us\tna\tperentá.",man-PL\tPROG\tplough\twoman-PL\tPROG\tsow,The men are ploughing and the women are sowing.,,,
35-158,35,Ê tava ka lonka n koda.,Ê\ttava\tka\tlonka\tn\tkoda.,3SG\tPST\tIPFV\tsnore\t1SG\twake.up,He was snoring and I woke up.,,,
35-159,35,Ê panh’e ê bila bi ku ê.,Ê\tpanh’=e\tê\tbila\tbi\tku\tê.,3SG\tpick.up=3SG\t3SG\tturn\tcome\twith\t3SG,He picked it up and brought it back.,,,
35-160,35,Bô ka xê y ami ten ka ligi bô ba ku ê.,Bô\tka\txê\ty\tami\tten\tka\tligi\tbô\tba\tku\tê.,2SG\tIPFV\tleave\tand\t1SG\talso\tIPFV\tlift.up\t2SG\tgo\twith\t3SG,You leave and I also take you with me.,,,
35-161,35,Êlê ku mina kaza.,Êlê\tku\tmina\tkaza.,3SG\tand\tgirl\tmarry,He and the girl married.,,,
36-93,36,"I a mindji turu thapatu loke, i popi thapatu m thô ki patha ba batê ki nda-ope thapatu ki tha nha.","I\ta\tmindji\tturu\tthapatu\tloke,\ti\tpopi\tthapatu\tm\tthô\tki\tpatha\tba\tbatê\tki\tnda-ope\tthapatu\tki\ttha\tnha.",and\tINDF\tmeasure\tall\tshoe\tcompletely\tand\tprecisely\tshoe\tmy\tFOC\tREL\tpass\tgo\thit\twith\tfoot-print\tshoe\tREL\tCOP\tthere,"And they measured all the shoes, and it was precisely my shoes that corresponded to the footprint which were there.",,,
37-117,37,Sun arê ki san ranha na udêntu palaxyu.,Sun\tarê\tki\tsan\tranha\tna\tudêntu\tpalaxyu.,mister\tking\twith\tlady\tqueen\tLOC\tinterior\tpalace,The king and the queen were in the palace.,,,
37-118,37,Mene sa lê i Maa sa kuxi.,Mene\tsa\tlê\ti\tMaa\tsa\tkuxi.,Mene\tPROG\tread\tand\tMaa\tPROG\tcook,Mene is reading and Mary is cooking.,,,
38-134,38,mému ku pému,mai-mu\tku\tpai-mu,mother-1SG\tand\tfather-1SG,my mother and father,,,
38-135,38,Men sa mnaf se men sa gañiaf.,Amu-na\tsa\tmina-f\tse\tamu-na\tsa\tgañia-f.,1SG-NEG\thave\tchild-NEG\tand\t1SG-NEG\thave\tchicken-NEG,I don’t have children and I don’t have chickens.,,,
39-134,39,ĩglix i gujərati exam kabo.,ĩglix\ti\tgujərati\t<exam>\tkab-o.,English\tand\tGujarati\texam\tfinish-PST,The Gujarati and English exam is over.,,,
40-101,40,El tum-o əkə rhupi ani yahoy kadz.,El\ttum-o\təkə\trhupi\tani\tyahoy\tkadz.,3SG\ttake-PST\tthat\trupee\tand\twent\thouse,He took the money and went home.,,,
41-113,41,"seem, nooyvu kum nɔɔyva andaa, nosa paadrintaa, ""eev  ten dizeey taal pesaampa pakazaa falaatu lofalaa","seem,\tnooyvu\tkum\tnɔɔyva\tandaa,\tnosa\tpaadri-ntaa,\t""eev\tteem\tdizeey\ttaal\tpesaam-pa\tpa-kazaa\tfalaatu\tlo-falaa",yes\tgroom\tand\tbride\tgo\t1PL.GEN\tpriest-LOC\t1SG\tPRS.be\tdesire\tsuch\tperson-DAT\tINF-marry\tQUOT\tFUT-say,"Yes, the groom and bride go to our priest and [the groom] says I am willing to marry such-and-such a person.",,,
42-126,42,eli ta bebé sura ku ta kumí seba,eli\tta\tbebé\tsura\tku\tta\tkumí\tseba,3SG\tPROG\tdrink\ttoddy\tCOM\tPROG\teat\tpork.ear,He is drinking toddy and eating pork ear.,,,
42-127,42,"eli ta bebé sura, ta kumí seba","eli\tta\tbebé\tsura,\tta\tkumí\tseba",3SG\tPROG\tdrink\ttoddy\tPROG\teat\tpig.ear,He is drinking palm wine and eating pig's ear.,,,
43-83,43,[...] ile ste trimi e ile fika medu [...].,[...]\tile\tste\ttrimi\te\tile\tfika\tmedu\t[...].,[...]\t3SG\tIPFV\ttremble\tand\t3SG\tbecome\tfear\t[...],[...] he was trembling and became afraid [...].,,,
44-130,44,Lóling y Máyra ta syembrá.,Lóling\ty\tMáyra\tta\tsyembrá.,Loling\tand\tMayra\tIPFV\tplant,Loling and Mayra are gardening.,,,
44-131,44,Ta kortá Lóling (i) Máyra ta dáli kel syémbra.,Ta\tkortá\tLóling\t(i)\tMáyra\tta\tdáli\tkel\tsyémbra.,IPFV\tcut\tLoling\t(and)\tMayra\tIPFV\tgive\tDEF\tplant,Loling cuts and Mayra gives the plant.,,,
45-112,45,Ta lava Rosa el mga plato y ta limpia Juan el mesa.,Ta\tlava\tRosa\tel\tmga\tplato\ty\tta\tlimpia\tJuan\tel\tmesa.,IPFV\twash\tRosa\tDEF\tPL\tplates\tand\tIPFV\tclean\tJuan\tDEF\ttable,Rosa is washing the plates and Juan is cleaning the table.,,,
46-131,46,Ta-le 'le líbro pati éle ta-kusiná adóbo.,Ta-le\t'le\tlíbro\tpati\téle\tta-kusiná\tadóbo.,IPFV-read\t3SG\tbook\tand\ts/he\tIPFV-cook\tadobo,He is reading a book and s/he is cooking adobo.,,,
47-144,47,Nos ta kanta i balia.,Nos\tta\tkanta\ti\tbalia.,1PL\tTNS\tsing\tand\tdance,[Sometimes] we sing and [sometimes] we dance.,,,
47-145,47,Nos ta kanta ku balia.,Nos\tta\tkanta\tku\tbalia.,1PL\tTNS\tsing\twith\tdance,We sing and dance [simultaneously].,,,
47-146,47,"Mi ta atmirá e strea nan i mi ta bai den manera un soño, ku mi wowo nan habrí.","Mi\tta\tatmirá\te\tstrea\tnan\ti\tmi\tta\tbai\tden\tmanera\tun\tsoño,\tku\tmi\twowo\tnan\thabrí.",1SG\tTNS\tadmire\tDEF\tstar\tPL\tand\t1SG\tTNS\tgo\tin\tlike\tINDF\tdream\twith\t1SG\teye\tPL\topened,I admire the stars and (it is) as if I enter a dream with my eyes open.,,,
48-133,48,Malia ku Ana ta etulé aí kasa Bitto.,Malia\tku\tAna\tta\tetulé\taí\tkasa\tBitto.,Maria\twith\tAna\tPROG\tstudy\tthere\thouse\tVictor,Maria and Ana are studying at the house of Victor.,,,
48-134,48,Juan ta kumé i muhé si toabía ta aí kusina trabahando.,Juan\tta\tkumé\ti\tmuhé\tsi\ttoabía\tta\taí\tkusina\ttrabahando.,Juan\tPROG\teat\tand\twife\this\tstill\tbe\tthere\tkitchen\tworking,Juan is (already) eating and his wife is still in the kitchen working.,,,
49-224,49,M ta renmen manje mango e m ta renmen bwè dlo kokoye.,M\tta\trenmen\tmanje\tmango\te\tm\tta\trenmen\tbwè\tdlo\tkokoye.,1SG\tCOND\tlove\teat\tmango\tand\t1SG\tCOND\tlove\tdrink\twater\tcoconut,I would love to eat mangoes and drink coconut water.,,,
49-225,49,Di youn rantre epi di lòt la soti.,Di\tyoun\trantre\tepi\tdi\tlòt\tla\tsoti.,say\tone\tcome.back\tand\tsay\tother\tDEF\tgo.out,Tell one to come back and the other one to go out.,,,
49-226,49,Pòl ak Anita,Pòl\tak\tAnita,Paul\twith\tAnita,Paul and Anita,,,
49-227,49,frè ak sè m yo,frè\tak\tsè\tm\tyo,brother\twith\tsister\t1SG.POSS\tPL,my brothers and sisters,,,
50-133,50,Mari épi Jan,Mari\tépi\tJan,Mary\twith\tJohn,Mary and John,,,
50-134,50,Jan ka kongné tanbou épi Mari ka dansé.,Jan\tka\tkongné\ttanbou\tépi\tMari\tka\tdansé.,John\tPROG\tplay\tdrum\tand\tMary\tPROG\tdance,John is playing drum and Marie is dancing.,,,
50-135,50,Jan ka kongné tanbou é Mari ka dansé.,Jan\tka\tkongné\ttanbou\té\tMari\tka\tdansé.,John\tPROG\tplay\tdrum\tand\tMary\tPROG\tdance,John is playing drum and Marie is dancing.,,,
50-136,50,Jan ka kongné tanbou èvè Mari ka dansé.,Jan\tka\tkongné\ttanbou\tèvè\tMari\tka\tdansé.,John\tPROG\tplay\tdrum\tand\tMary\tPROG\tdance,John is playing drum and Marie is dancing.,,,
51-121,51,Mari épi Jan,Mari\tépi\tJan,Mary\twith\tJohn,Mary and John,,,
51-122,51,Jan ka kwenyen tanbou épi Mari ka dansé.,Jan\tka\tkwenyen\ttanbou\tépi\tMari\tka\tdansé.,John\tPROG\tplay\tdrum\tand\tMary\tPROG\tdance,John is playing drum and Mary is dancing.,,,
52-77,52,Georges ka fè manjé-a é Marie ka dronmi,Georges\tka\tfè\tmanjé-a\té\tMarie\tka\tdronmi,George\tPROG\tmake\tmeal-ART\tand\tMary\tPROG\tsleep,George is preparing the meal and Mary is sleeping.,,,
53-272,53,Bouki e Lapen,Bouki\te\tLapen,Bouki\tand\tRabbit,Bouki and Rabbit,,,
53-273,53,Ye te parle kreol epi meriken.,Ye\tte\tparle\tkreol\tepi\tmeriken.,3PL\tPST\tspeak\tCreole\tand\tEnglish,They spoke Creole and English.,,,
53-274,53,Mom parl sa epi mo popa parl sa itou.,Mom\tparl\tsa\tepi\tmo\tpopa\tparl\tsa\titou.,Mom\tspeak\t3SG\tand\t1SG.POSS\tfather\tspeak\tDEM\ttoo,"Mom speaks it and my father speaks it, too.",,,
53-275,53,No parl kreol epi le piti repon kreol.,No\tparl\tkreol\tepi\tle\tpiti\trepon\tkreol.,1PL\tspeak\tCreole\tand\tART.DEF.PL\tchild\tanswer\tCreole,We speak Creole and the children answer in Creole.,,,
53-276,53,Li vini rive e mo te stil dan klo.,Li\tvini\trive\te\tmo\tte\tstil\tdan\tklo.,3SG\tcome\tarrive\tand\t1SG\tPST\tstill\tin\tfield,He arrived and I was still in the field.,,,
54-156,54,"La fam i ariv, pran lalé, kas son banann.","La\tfam\ti\tariv,\tpran\tlale,\tkas\tson\tbanann.",DEF\twoman\tFIN\tarrive\ttake\tpathway\tpick\tPOSS.3SG\tbanana,"The wife arrives, takes the pathway and picks her bananas.",,,
55-126,55,Pyer ek Mari fin kit Floreal,Pyer\tek\tMari\tfin\tkit\tFloreal,Peter\tand\tMaria\tPRF\tleave\tFloréal,Peter and Maria have moved from Floréal.,,,
55-127,55,Pyer pe bwar e Mari pe okip so zaṅfaṅ,Pyer\tpe\tbwar\te\tMari\tpe\tokip\tso\tzaṅfaṅ,Peter\tPROG\tdrink\tand\tMaria\tPROG\tlook.after\t3SG.POSS\tchild,Peter is drinking and Maria is looking after her child(ren).,,,
56-137,56,Ou pran moulon ou vini ou kraze ou met dilo so.,Ou\tpran\tmoulon\tou\tvini\tou\tkraze\tou\tmet\tdilo\tso.,2SG\ttake\tmelon\t2SG\tcome\t2SG\tsqueeze\t2SG\tput\twater\thot,"You take the melon, you come and you squeeze it and you put hot water in it.",,,
56-138,56,Marcel in manz banan e i 'n lir zournal.,Marcel\tin\tmanz\tbanan\te\ti\t'n\tlir\tzournal.,Marcel\tPRF\teat\tbanana\tand\t3SG\tPRF\tread\tnewspaper,Marcel ate a banana/bananas and read the newspaper.,,,
57-77,57,"[...] sola pa returne o rivaʃ; pi tule kokotje-la ke nu war la-mba, se tule Tuo le plate","[...]\tsola\tpa\treturne\to\trivaʃ;\tpi\ttule\tkokotje-la\tke\tnu\twar\tla-mba,\tse\ttule\tTuo\tle\tplate",[...]\t3PL\tNEG\treturn\tDIR\tseaside\tCONJ\tART.DEF.PL\tcoconut.palms-DEM/DEF\tREL\twe\tsee\tover-there\tPRESV\tPL\tTouho.people\tSI\tplant,"[...] they went back to the seaside. And the coconut palms we see over there, they were planted by the Touho people.",,,
57-149,57,[...] la arete ʃval mbla pi la ndesa:ndi,[...]\tla\tarete\tʃval\tmbla\tpi\tla\tndesa:ndi,[...]\t3SG\tstop\thorse\twhite\tCONJ\t3SG\tdismount,[...] he stopped the white horse and dismounted.,,,
57-150,57,[...] mwa pi tule vjej,[...]\tmwa\tpi\ttule\tvjej,[...]\t1SG\tCONJ\tPL\told.people,[...] I and the old people,,,
58-95,58,Petelo me(ne) dia ye yandi me(ne) lala.,Petelo\tme(ne)\tdia\tye\tyandi\tme(ne)\tlala.,Peter\tPRF\teat\tand\the\tPRF\tsleep,Peter has eaten and has [fallen] asleep (lit. Peter has eaten and has slept).,,,
59-216,59,"mo na lo, ala duti ti koze","mo\tna\tlo,\tala\tduti\tti\tkoze",2SG\tPREP\t3SG\t2PL\tsit\tto\tconverse,You and he/she had a conversation.,,,
60-101,60,Francine na Marie bazalákí kotánga,Francine\tna\tMarie\tba-zal-ákí\tko-táng-a,Francine\tand\tMarie\t3PL-be-PST\tINF-study-FV,Francine and Marie were studying.,,,
60-102,60,"Francine azalí kotánga, Marie azalí kosála","Francine\ta-zal-ákí\tko-táng-a,\tMarie\ta-zal-ákí\tko-sál-a",Francine\t3SG-be-PST\tINF-study-FV\tMarie\t3SG-be-PST\tINF-work-FV,Francine was studying (and) Marie was working.,,,
60-103,60,natúnákí yé: “owútí wapi pé olingí kokenda wápi?”,na-tún-ákí\tyé:\t“o-wút-í\twápi\tpé\to-ling-í\tko-kend-a\twápi?”,1SG-ask-PST\t3SG\t2SG-come.from-PRS.PRF\twhere\talso\t2SG-want-PRS.PRF\tINF-go-FV\twhere,"I asked him: ""Where do you come from and where do you want to go to?""",,,
61-75,61,Mina na lo Jane thina hambile lapha stolo.,Mina\tna\tlo\tJane\tthina\thamb-ile\tlapha\tstolo.,I\tand\tDEF.ART\tJane\twe\tgo-PST\tLOC\tshop,Jane and I went to the shop.,,,
61-76,61,Mina thengile lo skaf; lo Jane yena lindile phandle.,Mina\ttheng-ile\tlo\tskaf;\tlo\tJane\tyena\tlind-ile\tphandle.,I\tbuy-PST\tDEF.ART\tfood\tDEF.ART\tJane\tshe\twait-PST\toutside,"I bought bread, and Jane waited outside. OR: I bought bread, while Jane waited outside.",,,
62-69,62,vikíre na  mahutáo áavitésha,vikire\tna\tmahutao\té-áa-vi-tesha,chairs\twith\thoes\t3SG-PST-OBJ.8-lose,He lost the chairs and the hoes.,,,
63-136,63,fí bágara u kaman fí ngamía,fí\tbágara\tu\tkaman\tfí\tngamía,EXIST\tcow\tand\ttoo\tEXIST\tcamel,"There are cows and camels, too.",,,
63-138,63,u,u,CONJ,and,,,
63-139,63,ána wéza nyákame íta; dug na ásurub,ána\twéza\tnyákame\títa;\tdug\tna\tásurub,1SG\tcan\tsteal\t2SG\tfight\tand\tdrink,I can steal you. I can fight and drink.,,,
63-140,63,Núbi ta Mombása ma Kíbra ma éndisi tafaúti,Núbi\tta\tMombása\tma\tKíbra\tma\téndisi\ttafaúti,Nubi\tGEN\tMombasa\tand\tKibera\tNEG\thave\tdifference,There's no difference between Nubi in Mombasa and Kibera.,,,
64-148,64,ána wa jon,ána\twa\tjon,1SG\tand\tJohn,me and John,,,
64-149,64,ána gerówa le suk wa násir gejíbu wáraga de le úma to,ána\tge=rówa\tle\tsuk\twa\tnásir\tge=jíbu\twáraga\tde\tle\túma\tto,1SG\tPROG=go\tto\tmarket\tand\tNasir\tPROG=bring\tletter\tDEM.PROX\tto\tmother\tPOSS.3SG,I am going to the market and Nasir is bringing this letter to his mother.,,,
65-112,65,Patomə parə uʃolə i wot gatovə.,Patomə\tparə\tuʃo-lə\ti\twot\tgatovə.,then\tsteam\tgo-PFV\tand\tthere\tready,"When the steam is gone, it [Chinese bread] is ready.",,,
66-86,66,Goðang duitle        nantokle   kəmauan.,Go-ðang\tduit-le\tnantok-le\tkəmauan.,1SG-DAT\tmoney-COM\tsleep-COM\tnecessity,I need money and sleep.,,,
66-87,66,Miflal derang banyak amakangle aminungle.,Miflal\tderang\tbanyak\ta-makang-le\ta-minung-le.,Miflal\tASSOC\tmuch\tPRS-eat-CONJ\tPRS-drink-CONJ,Miflal and his friends eat and drink a lot.,,,
67-155,67,Dia	dili sindili	tengok	dan	jato.,Dia\tdili\tsindili\ttengok\tdan\tjato.,3SG\tREFL\tREFL\tlook.at\tand\tfall.down,He looked at himself and fell down.,,,
68-87,68,kukis kukis deng makanang par basudara deng tamang tamang,kukis~kukis\tdeng\tmakanang\tpar\tbasudara\tdeng\ttamang~tamang,PL~cookie\twith\tfood\tfor\trelative\twith\tPL~friend,cookies and food for relatives and friends,,,
69-56,69,mən       awlmbi        wambakəmbi     [...]    tumukunan,mən\tawl-mbi\twambakə-mbi\t[...]\ttumuku-nan,3SG\tget-DEP\tthrow-DEP\t[...]\tfall-NONFUT,He took (it) and threw (it) [...] and (it) fell down.,,,
70-60,70,U-loŋ ekdam cup ekdam kape.,U-loŋ\tekdam\tcup\tekdam\tkape.,3-PL\tEMPH\tquiet\tEMPH\tfearful,They were really quiet and absolutely shaking (with fear).,,,
71-128,71,Wau mamua pii maluna a nana lakou puhi no.,Wau\tmamua\tpii\tmaluna\ta\tnana\tlakou\tpuhi\tno.,1SG\tbefore\tclimb\tup\tand\tlook\t3PL\tsmoke\tINTENS,I previously climbed up and watched them smoke.,,,
72-109,72,Dat bulugingku i bin teikim dat karu an dat warlakungku im traina hantim im dat bulugi.,Dat\tbulugi-ngku\ti\tbin\tteik-im\tdet\tkaru\tan\tdat\twarlaku-ngku\tim\ttraina\thant-im\tim\tdat\tbulugi.,the\tcow-ERG\t3SG.SBJ\tPST\ttake-TR\tthe\tchild\tand\tthe\tdog-ERG\t3SG\ttry\tchase-TR\t3SG.OBJ\tthe\tcow,The cow took the child and the dog tried to chase down the bull.,,,f49799e265a94971118dedd7935ce61d
72-110,72,Dat karu an dat warlakungku dei bin luk olda yapakayiwan ngakparnwalija.,Dat\tkaru\tan\tdat\twarlaku-ngku\tdei\tbin\tluk\tolda\tyapakayi-wan\tngakparn-walija.,the\tchild\tand\tthe\tdog-ERG\t3PL.SBJ\tPST\tlook\tall\tsmall-NMLZ\tfrog-PAUC,The child and dog looked at all of the small frogs.,,,988c773e0934a4cc5383c8d646b72e58
73-76,73,lloranbish riyinbish,llora-n-bish\triyi-n-bish,cry-3-ADD\tlaugh-3-ADD,He laughs and he cries.,,,
74-111,74,wik náyka wáwa pi mákmak,wik\tnáyka\twáwa\tpi\tmákmak,not\t1SG\ttalk\tand\teat,I don’t talk and eat (sc. at the same time).,,,
74-112,74,máma pi pápa tlaska mákmak sáplil,máma\tpi\tpápa\ttlaska\tmákmak\tsáplil,father\tand\tmother\t3PL\teat\tbread,The father and mother are eating bread.,,,
75-183,75,Sa pramyer faam kiiwaniheew eekwa kiihtwam kiiwiiweew.,Sa\tpramyer\tfaam\tkii-wanih-eew\teekwa\tkiihtwam\tkii-wiiw-eew.,POSS.3SG.F\tfirst\twoman/wife\tPST-lost.ANIM-3.SBJ.3.OBJ\tand\tagain\tPST-marry-3.SBJ.3.OBJ,He had lost his first wife and now he had remarried.,,,
1-175,1,"Da dago wan hondiman, a sabi va hondi.","Da\tdago\twan\tontiman,\ta\tsabi\tfu\tonti.",DET.SG\tdog\tINDF.SG\thunter\t3SG.SBJ\tknow\tto\thunt,"That dog is a hunter, it knows how to hunt.",,,
1-176,1,Bekassi da direkture a za kili mi lange gon liki mi da ron negere.,Bikasi\tda\tdriktoro\ta\tsa\tkiri\tmi\tnanga\tgon\tleki\tmi\tda\tron-nengre.,because\tDET.SG\tmanager\t3SG.SBJ\tFUT\tkill\t1SG\twith\tgun\tlike\t1SG\tCOP\trun-negro,Because the manager would kill me with his gun as if I were a runaway slave.,,,
1-177,1,"Effi hem no wan ougri somma, wi no ben sa gi hem abra na ju.","Efi\ten\tno\twan\togri\tsoma,\twi\tno\tben\tsa\tgi\ten\tabra\tna\tyu.",if\t3SG\tNEG\tINDF.SG\tevil\tperson\t1PL\tNEG\tPST\tFUT\tgive\t3SG\tover\tto\t2SG,"If he weren't an evil person, we wouldn't have handed him over to you.",,,
1-178,1,Mi da bossiman.,Mi\tda\tbusiman.,1SG\tCOP\tbush.NMLZ,I am a marron.,,,
1-179,1,"Mi de wan muffina, mi no ha bakka, mi no ha fesi.","Mi\tde\twan\tmofina,\tmi\tno\tha\tbaka,\tmi\tno\tha\tfesi.",1SG\tCOP\tINDF.SG\tmiserable\t1SG\tNEG\thave\tback\t1SG\tNEG\thave\tface,"I'm a miserable person, I don't know which way to turn.",,,
1-180,1,Ma une no bribi: bikasi une	 no de skaap va mi.,Ma\tunu\tno\tbribi:\tbikasi\tunu\tno\tde\tskapu\tfu\tmi.,but\t2PL\tNEG\tbelieve\tbecause\t2PL\tNEG\tCOP\tsheep\tof\t1SG,"But you do not believe, because you are not my sheep / do not belong to my sheep.",,,
2-182,2,Den tu sma disi na Sranansma.,Den\ttu\tsma\tdisi\tna\tSranansma.,the.PL\ttwo\tperson\tDEM\tCOP\tSurinamese,These two people are Surinamese.,,,
2-183,2,Den tu man na skowtu.,Den\ttu\tman\tna\tskowtu.,the.PL\ttwo\tman\tCOP\tpolice,The two men are policemen.,,,
3-89,3,Hén dá malénge-ma.,Hén\tdá\tmalénge-ma.,3SG\tBE\tlazy-MA,He is a lazy-bones.,,,
4-124,4,Den mma na wan sama fu Apatu.,Den\tmma\tna\twan\tsama\tfu\tApatu.,their\tmother\tCOP\tone\tperson\tPOSS\tApatu,Their mother is a person from Apatou. OR: Their mother is from Apatou.,,,
