pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source,version
10134,"{""wals_value_number"": 3, ""icon"": ""pie-50-FFFF00-50-800080.png""}",50-3,"According to Bernabé (1983: 989–998) three cases can be distinguished:

• most adjectives can be placed only after the noun, like blé, wouj, blan, djok, kouyon ('blue, red, white, vigorous, stupid');

 • some other adjectives can be placed only before the noun, like ti, gran, bel, gwo, jenn, vié ('little, tall, beautiful/nice, big/fat, young, old');
 
 • and finally, a few adjectives can be placed both before or after the noun, like pov, maléré ('poor, unhappy/unlucky').","According to Bernabé (1983: 989–998) three cases can be distinguished:

• most adjectives can be placed only after the noun, like <span style=""font-style: italic;"">blé, wouj, blan, djok, kouyon</span> ('blue, red, white, vigorous, stupid');

 • some other adjectives can be placed only before the noun, like <span style=""font-style: italic;"">ti, gran, bel, gwo, jenn, vié</span> ('little, tall, beautiful/nice, big/fat, young, old');
 
 • and finally, a few adjectives can be placed both before or after the noun, like <span style=""font-style: italic;"">pov, maléré</span> ('poor, unhappy/unlucky').",50,4,50,Own knowledge,1
10135,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",50-4,,,50,5,50,Own knowledge,1
10136,"{""wals_value_number"": 2, ""icon"": ""pie-100-800080.png""}",50-5,,,50,6,50,Own knowledge,1
10137,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",50-6,,,50,7,50,Own knowledge,1
10138,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",50-7,,,50,8,50,Own knowledge,1
10139,"{""wals_value_number"": 3, ""icon"": ""pie-50-FFFF00-50-800080.png""}",50-8,,,50,9,50,Own knowledge,1
10167,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-36,,,50,37,50,Own knowledge,1
10168,"{""_number_of_values"": 1, ""icon"": ""pie-100-ADD8E6.png""}",50-37,"There exist two well-known exceptions probably due to assimilation of a with final vowel -a nasalized or non-nasalized papa-mwen, maman-mwen (Ludwig et al. 2002: 22–23).","There exist two well-known exceptions probably due to assimilation of <span style=""font-style: italic;"">a</span> with final vowel <span style=""font-style: italic;"">-a</span> nasalized or non-nasalized<span style=""font-style: italic;""> papa-mwen</span>, <span style=""font-style: italic;"">maman-mwen</span> (Ludwig et al. 2002: 22–23).",50,38,50,Own knowledge,1
10169,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",50-38,,,50,39,50,Own knowledge,1
10140,"{""_number_of_values"": 1, ""icon"": ""pie-100-800080.png""}",50-9,"If basilectal creole is said to have only a postposed definite article, the recent work of Colot (2004) shows that Guadeloupean and Martinican Creoles have been developing a preposed article for a few years, depending on the category of the noun (countable or uncountable) and the value of the utterance (generic or specific).

An k'ay la bank [1SG PROG.go the bank] = generic: the article is preposed
≠
An k'ay an bank-la [1SG PROG.go in bank-DEF] = specific: the article is postposed.","If basilectal creole is said to have only a postposed definite article, the recent work of Colot (2004) shows that Guadeloupean and Martinican Creoles have been developing a preposed article for a few years, depending on the category of the noun (countable or uncountable) and the value of the utterance (generic or specific).

<span style=""font-style: italic;"">An k'ay </span><span style=""font-weight: bold; font-style: italic;"">la</span><span style=""font-style: italic;""> bank</span> [1SG PROG.go the bank] = generic: the article is preposed
≠
<span style=""font-style: italic;"">An k'ay an bank-</span><span style=""font-weight: bold; font-style: italic;"">la</span> [1SG PROG.go in bank-DEF] = specific: the article is postposed.",50,10,50,Own knowledge,1
10141,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",50-10,,,50,11,50,Own knowledge,1
10142,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-FFFF00.png""}",50-11,,,50,12,50,Own knowledge,1
10143,"{""wals_value_number"": 1, ""icon"": ""pie-70-FF0000-30-0000FF.png""}",50-12,,,50,13,50,Own knowledge,1
10144,"{""wals_value_number"": 6, ""icon"": ""pie-100-FFFFFF.png""}",50-13,,,50,14,50,Own knowledge,1
10145,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-14,,,50,15,50,Own knowledge,1
10146,"{""wals_value_number"": 3, ""icon"": ""pie-100-FFFFFF.png""}",50-15,,,50,16,50,Own knowledge,1
10147,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-16,,,50,17,50,Own knowledge,1
10148,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-17,"There are two possible forms for the 1SG, mwen and an, which can both occur indifferently in subject or object position. So, there is free variation. 
But while mwen may be independent, an cannot.
There is also a difference between the dependent pronoun i (3SG) and independent li (3SG), as well as dependent ou (2SG) vs. independent vou (2SG).","There are two possible forms for the 1SG, <span style=""font-style: italic;"">mwen</span> and <span style=""font-style: italic;"">an</span>, which can both occur indifferently in subject or object position. So, there is free variation. 
But while <span style=""font-style: italic;"">mwen</span> may be independent, <span style=""font-style: italic;"">an</span> cannot.
There is also a difference between the dependent pronoun <span style=""font-style: italic;"">i </span>(3SG) and independent <span style=""font-style: italic;"">li</span> (3SG), as well as dependent <span style=""font-style: italic;"">ou</span> (2SG) vs. independent <span style=""font-style: italic;"">vou</span> (2SG).",50,18,50,Own knowledge,1
10149,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-18,,,50,19,50,Own knowledge,1
10150,"{""_number_of_values"": 1, ""icon"": ""pie-100-000000.png""}",50-19,"Guadeloupean Creole also has single word equivalents of ki moun (ka) and ki koté (ola):

• Ka ki la? [what that there] 'Who's there?'

• Ola ou yé? [where you be] 'Where are you?'","Guadeloupean Creole also has single word equivalents of <span style=""font-style: italic;"">ki moun</span> (<span style=""font-style: italic;"">ka</span>) and <span style=""font-style: italic;"">ki koté</span> (<span style=""font-style: italic;"">ola</span>):

• <span style=""font-style: italic;"">Ka ki la?</span> [what that there] 'Who's there?'

• <span style=""font-style: italic;"">Ola ou yé?</span> [where you be] 'Where are you?'",50,20,50,Own knowledge,1
10151,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",50-20,,,50,21,50,Own knowledge,1
10152,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",50-21,,,50,22,50,Own knowledge,1
10153,"{""wals_value_number"": 6, ""icon"": ""pie-100-FF0000.png""}",50-22,,,50,23,50,Own knowledge,1
10154,"{""wals_value_number"": 7, ""icon"": ""pie-100-FFB6C1.png""}",50-23,,,50,24,50,Own knowledge,1
10155,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-24,,,50,25,50,Own knowledge,1
10156,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-25,,,50,26,50,Own knowledge,1
10157,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",50-26,,,50,27,50,Own knowledge,1
10158,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-27,,,50,28,50,Own knowledge,1
10159,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",50-28,"The definite article is always linked to the preceding noun with a dash, which is a purely typographical (arbitrary) convention.
The definite article is often used as a bracket of relative clauses, e.g. Sé tifi ki mèg-la nou ka palé, 'It is the girl who is thin we are speaking of' (Ludwig et al. 2002: 22).","The definite article is always linked to the preceding noun with a dash, which is a purely typographical (arbitrary) convention.
The definite article is often used as a bracket of relative clauses, e.g. <span style=""font-style: italic;"">Sé tifi ki mèg-la nou ka palé</span>, 'It is the girl who is thin we are speaking of' (Ludwig et al. 2002: 22).",50,29,50,Own knowledge,1
10160,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",50-29,"If the numeral is used in attributive function, it is on, if used independently, it is yonn.","If the numeral is used in attributive function, it is <span style=""font-style: italic;"">on</span>, if used independently, it is <span style=""font-style: italic;"">yonn</span>.",50,30,50,Own knowledge,1
10161,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-30,,,50,31,50,Own knowledge,1
10162,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",50-31,,,50,32,50,,1
10163,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",50-32,,,50,33,50,Own knowledge,1
10196,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-0000FF.png""}",50-64,,,50,65,50,Own knowledge,1
10197,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",50-65,,,50,66,50,Own knowledge,1
10170,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-39,"The equivalent of the independent pronominal possessor is expressed by the combination of the word ta 'of' + a personal pronoun (mwen, ou, i/li, nou, zot, yo).","The equivalent of the independent pronominal possessor is expressed by the combination of the word <span style=""font-style: italic;"">ta</span> 'of' + a personal pronoun (<span style=""font-style: italic;"">mwen, ou, i/li, nou, zot, yo</span>).",50,40,50,Own knowledge,1
10171,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-40,,,50,41,50,Own knowledge,1
10172,"{""_number_of_values"": 2, ""icon"": ""pie-75-FF0000-25-FFFFFF.png""}",50-41,"A few elderly speakers also use the structure i pli bel pasé Wozali, which seems to refer to a former variety of Guadeloupean Creole.","A few elderly speakers also use the structure <span style=""font-style: italic;"">i pli bel pasé Wozali</span>, which seems to refer to a former variety of Guadeloupean Creole.",50,42,50,Own knowledge,1
10173,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",1501-41,,,85,42,50,Own knowledge,1
10174,"{""wals_value_number"": 4, ""icon"": ""pie-30-FF0000-70-FFFF00.png""}",50-42,Some speakers also use the intermediate structure i pli gran pasé mwen.,"Some speakers also use the intermediate structure <span style=""font-style: italic;"">i pli gran pasé mwen</span>.",50,43,50,Own knowledge,1
10175,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-FFB6C1.png""}",50-43,,,50,44,50,Own knowledge,1
10176,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",50-44,,,50,45,50,Own knowledge,1
10177,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",50-45,,,50,46,50,Own knowledge,1
10178,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",50-46,,,50,47,50,Own knowledge,1
10179,"{""_number_of_values"": 1, ""icon"": ""pie-100-000000.png""}",50-47,,,50,48,50,Own knowledge,1
10180,"{""_number_of_values"": 1, ""icon"": ""pie-100-000000.png""}",50-48,,,50,49,50,Own knowledge,1
10181,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",50-49,,,50,50,50,,1
10182,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",50-50,,,50,51,50,Own knowledge,1
10183,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-51,"There are a few exceptions, as some unmarked stative verbs do not have present reference, but past reference. Some stative verbs thus need to be marked the same way as dynamic verbs to have present reference:

• I kwè an pa té an kaz-la. [3SG think 1SG NEG PST in house-DEF] 'He thought/supposed I was not home.'
• I ka kwè an ja pati. [3SG PROG think 1SG already leave] 'He thinks I have already left.'

• An sonjé Jòj yè. [1SG think.about George yesterday] 'I thought about George yesterday.'
• An ka sonjé Jòj tou lé jou. [1SG HAB think.about George every day] 'I think about George every day.'


It is interesting to notice that the stative verbs sanm and pòtré, which are synonymous, do not behave the same way; present reference is unmarked for pòtré and marked for sanm, as in:

• I pòtré papa'y. [3SG look.like father.3SG] 'He looks like his father.'
• I ka sanm papa'y. [3SG PRS look like father 3SG] 'He looks like his father.'","There are a few exceptions, as some unmarked stative verbs do not have present reference, but past reference. Some stative verbs thus need to be marked the same way as dynamic verbs to have present reference:

• <span style=""font-style: italic;"">I kwè an pa té an kaz-la.</span> [3SG think 1SG NEG PST in house-DEF] 'He thought/supposed I was not home.'
• <span style=""font-style: italic;"">I </span><span style=""font-weight: bold; font-style: italic;"">ka</span><span style=""font-style: italic;""> kwè an ja pati.</span> [3SG PROG think 1SG already leave] 'He thinks I have already left.'

• <span style=""font-style: italic;"">An sonjé Jòj yè. </span>[1SG think.about George yesterday] 'I thought about George yesterday.'
• <span style=""font-style: italic;"">An </span><span style=""font-weight: bold; font-style: italic;"">ka</span><span style=""font-style: italic;""> sonjé Jòj tou lé jou.</span> [1SG HAB think.about George every day] 'I think about George every day.'


It is interesting to notice that the stative verbs <span style=""font-style: italic;"">sanm</span> and <span style=""font-style: italic;"">pòtré</span>, which are synonymous, do not behave the same way; present reference is unmarked for <span style=""font-style: italic;"">pòtré</span> and marked for <span style=""font-style: italic;"">sanm</span>, as in:

• <span style=""font-style: italic;"">I pòtré papa'y. </span>[3SG look.like father.3SG] 'He looks like his father.'
• <span style=""font-style: italic;"">I </span><span style=""font-weight: bold; font-style: italic;"">ka</span><span style=""font-style: italic;""> sanm papa'y.</span> [3SG PRS look like father 3SG] 'He looks like his father.'",50,52,50,Own knowledge,1
10184,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-52,"In Guadeloupean Creole, the progressive marker with a state word yields iterative meaning.","In Guadeloupean Creole, the progressive marker with a state word yields iterative meaning.",50,53,50,,1
10185,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-53,,,50,54,50,Own knowledge,1
10186,"{""wals_value_number"": 4, ""icon"": ""pie-100-FFFFFF.png""}",50-54,,,50,55,50,Own knowledge,1
10187,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",50-55,"The ability verb pé can express epistemic possibility, but the other ability verbs sav and konnet cannot express epistemic possibility:
 • An sav najé. [1SG can swim] 'I can swim.'
 • Gason an mwen konnet konté jis a dis. [son of 1SG can count up to ten] 'My son can count up to ten.'","The ability verb <span style=""font-style: italic;"">pé</span> can express epistemic possibility, but the other ability verbs <span style=""font-style: italic;"">sav </span>and <span style=""font-style: italic;"">konnet</span> cannot express epistemic possibility:
 • <span style=""font-style: italic;"">An sav najé. </span>[1SG can swim] 'I can swim.'
 • <span style=""font-style: italic;"">Gason an mwen konnet konté jis a dis. </span>[son of 1SG can count up to ten] 'My son can count up to ten.'",50,56,50,Own knowledge,1
